Voltage,Current,Ah,Wh,Power,Battery Temp,Time,Chamber Temp
4.1748,-0.07186,-0.00011,-0.00047,-0.300001128,25.61949,5.809000879526138,25
4.1748,-0.07105,-0.00012,-0.00048,-0.29661954,25.61949,5.901999771595001,25
4.1748,-0.07186,-0.00012,-0.00049,-0.300001128,25.61949,6.004996597766876,25
4.1748,-0.07186,-0.00012,-0.0005,-0.300001128,25.61949,6.10400028526783,25
4.1748,-0.07186,-0.00012,-0.00051,-0.300001128,25.61949,6.206997111439705,25
4.1748,-0.07186,-0.00012,-0.00051,-0.300001128,25.61949,6.306000798940659,25
4.1748,-0.07186,-0.00012,-0.00052,-0.300001128,25.6307,6.40699602663517,25
4.1748,-0.07186,-0.00013,-0.00053,-0.300001128,25.6307,6.508997082710266,25
4.1748,-0.07105,-0.00013,-0.00054,-0.29661954,25.6307,6.610998138785362,25
4.1748,-0.07105,-0.00013,-0.00055,-0.29661954,25.61949,6.700003892183304,25
4.1748,-0.07186,-0.00013,-0.00056,-0.300001128,25.61949,6.800999119877815,25
4.1748,-0.07105,-0.00014,-0.00056,-0.29661954,25.61949,6.9020044058561325,25
4.1748,-0.07186,-0.00014,-0.00057,-0.300001128,25.61949,7.00799860060215,25
4.1748,-0.07105,-0.00014,-0.00058,-0.29661954,25.61949,7.1129970252513885,25
4.1748,-0.07186,-0.00014,-0.00059,-0.300001128,25.61949,7.207997515797615,25
4.1748,-0.07186,-0.00014,-0.0006,-0.300001128,25.61949,7.300996407866478,25
4.1748,-0.07105,-0.00014,-0.00061,-0.29661954,25.61949,7.4009958654642105,25
4.1748,-0.07186,-0.00015,-0.00061,-0.300001128,25.61949,7.507995888590813,25
4.1748,-0.07186,-0.00015,-0.00062,-0.300001128,25.61949,7.607995346188545,25
4.1748,-0.07105,-0.00015,-0.00063,-0.29661954,25.61949,7.7090006321668625,25
4.1748,-0.07186,-0.00015,-0.00064,-0.300001128,25.61949,7.809995859861374,25
4.1748,-0.07105,-0.00015,-0.00065,-0.29661954,25.61949,7.908999547362328,25
4.1748,-0.07186,-0.00016,-0.00065,-0.300001128,25.61949,7.999001070857048,25
4.17416,-0.08901,-0.00016,-0.00066,-0.3715419816,25.61949,8.101997897028923,25
4.17416,-0.09309,-0.00016,-0.00067,-0.3885725544,25.61949,8.20399895310402,25
4.17351,-0.09473,-0.00016,-0.00068,-0.3953566023,25.61949,8.308001607656479,25
4.17351,-0.09473,-0.00017,-0.0007,-0.3953566023,25.61949,8.408001065254211,25
4.17351,-0.09473,-0.00017,-0.00071,-0.3953566023,25.61949,8.508996292948723,25
4.17351,-0.09473,-0.00017,-0.00072,-0.3953566023,25.61949,8.598997816443443,25
4.17351,-0.09554,-0.00017,-0.00073,-0.39873714540000005,25.61949,8.701994642615318,25
4.17351,-0.09554,-0.00018,-0.00074,-0.39873714540000005,25.61949,8.807003125548363,25
4.17351,-0.09473,-0.00018,-0.00075,-0.3953566023,25.61949,8.90599675476551,25
4.17351,-0.09881,-0.00018,-0.00076,-0.4123845231,25.61949,9.00399461388588,25
4.17287,-0.11269,-0.00019,-0.00077,-0.47024072029999997,25.61949,9.102998301386833,25
4.17287,-0.11841,-0.00019,-0.00079,-0.49410953669999996,25.61949,9.20400358736515,25
4.17223,-0.11923,-0.00019,-0.0008,-0.4974549829,25.61949,9.309002012014389,25
4.17223,-0.11923,-0.0002,-0.00081,-0.4974549829,25.61949,9.400995075702667,25
4.17223,-0.11923,-0.0002,-0.00083,-0.4974549829,25.61949,9.502996131777763,25
4.17223,-0.12004,-0.0002,-0.00084,-0.5008344892,25.61949,9.60400141775608,25
4.17223,-0.12004,-0.0002,-0.00086,-0.5008344892,25.61949,9.709995612502098,25
4.17223,-0.12004,-0.00021,-0.00087,-0.5008344892,25.61949,9.80600193142891,25
4.17223,-0.11923,-0.00021,-0.00088,-0.4974549829,25.61949,9.899996593594551,25
4.16579,-1.32619,-0.00022,-0.0009,-5.524629040100001,25.61949,10.003003478050232,25
4.13555,-1.32374,-0.00025,-0.00104,-5.474392957,25.61949,10.106996074318886,25
4.12655,-1.32782,-0.00029,-0.00119,-5.479315621,25.61949,10.206995531916618,25
4.12204,-1.33191,-0.00032,-0.00135,-5.4901862964,25.61949,10.308996587991714,25
4.12076,-1.33354,-0.00036,-0.0015,-5.495198290399999,25.61949,10.408996045589447,25
4.12011,-1.33354,-0.0004,-0.00165,-5.4943314894,25.61949,10.50899550318718,25
4.11947,-1.33436,-0.00044,-0.00181,-5.496855989199999,25.61949,10.607999190688133,25
4.11947,-1.33436,-0.00047,-0.00196,-5.496855989199999,25.60828,10.707002878189087,25
4.11883,-1.33436,-0.00051,-0.00211,-5.4960019988,25.60828,10.803994908928871,25
4.11883,-1.33517,-0.00054,-0.00226,-5.4993382511,25.61949,10.903994366526604,25
4.1021,-5.42562,-0.00058,-0.00241,-22.256435802000002,25.61949,11.009002849459648,25
4.00624,-5.45584,-0.00074,-0.00304,-21.8574044416,25.61949,11.100000143051147,25
3.96442,-5.55791,-0.0009,-0.00368,-22.0338895622,25.60828,11.209001764655113,25
3.95284,-5.60691,-0.00105,-0.00427,-22.1632181244,25.60828,11.307995393872261,25
3.94705,-5.63549,-0.0012,-0.00488,-22.2435608045,25.6307,11.407994851469994,25
3.94447,-5.64611,-0.00135,-0.00549,-22.2709115117,25.6307,11.50999590754509,25
3.94319,-5.65101,-0.00152,-0.00612,-22.2830061219,25.61949,11.604000627994537,25
3.94126,-5.65428,-0.00166,-0.00671,-22.2849875928,25.61949,11.70400008559227,25
3.94061,-5.65673,-0.00182,-0.00733,-22.2909668053,25.61949,11.804995313286781,25
3.93933,-5.65918,-0.00198,-0.00795,-22.2933775494,25.61949,11.906000599265099,25
3.92903,-7.03763,-0.00214,-0.00858,-27.6510593989,25.61949,12.008001655340195,25
3.90137,-7.05315,-0.00234,-0.00937,-27.5169478155,25.61949,12.101996317505836,25
3.8885,-7.09234,-0.00254,-0.01016,-27.57856409,25.61949,12.203001603484154,25
3.884,-7.11521,-0.00272,-0.01086,-27.63547564,25.61949,12.308000028133392,25
3.88142,-7.12746,-0.00293,-0.01165,-27.6646657932,25.60828,12.400998920202255,25
3.87949,-7.13562,-0.00314,-0.01247,-27.6825664338,25.60828,12.507998943328857,25
3.87821,-7.13807,-0.00333,-0.0132,-27.6829344547,25.60828,12.60099783539772,25
3.87692,-7.14134,-0.00353,-0.014,-27.6864038728,25.61949,12.707997858524323,25
3.87628,-7.14379,-0.00372,-0.01473,-27.6913303012,25.61949,12.80200257897377,25
3.87499,-7.14624,-0.00393,-0.01555,-27.691608537599997,25.61949,12.902997806668282,25
3.87435,-7.14706,-0.00411,-0.01625,-27.690211911,25.61949,12.999999895691872,25
3.87306,-7.14951,-0.00432,-0.01706,-27.6904812006,25.61949,13.102000951766968,25
3.87242,-7.15114,-0.00453,-0.01785,-27.6922175588,25.60828,13.200994580984116,25
3.87177,-7.15196,-0.00472,-0.01861,-27.690744169200002,25.60828,13.301004096865654,25
3.87113,-7.15277,-0.00492,-0.01937,-27.6893025301,25.61949,13.399997726082802,25
3.86984,-7.15522,-0.00512,-0.02015,-27.6895565648,25.61949,13.501998782157898,25
3.8692,-7.15604,-0.00532,-0.02092,-27.688149968,25.61949,13.60199823975563,25
3.86856,-7.15849,-0.00552,-0.02171,-27.6930480744,25.61949,13.699996098876,25
3.86791,-7.16012,-0.00571,-0.02245,-27.6946997492,25.61949,13.80300298333168,25
3.86727,-7.16094,-0.00592,-0.02325,-27.6932884338,25.61949,13.905999809503555,25
3.93242,-0.01225,-0.0061,-0.02395,-0.048172145,25.61949,14.00199607014656,25
4.06688,0.44753,-0.00609,-0.02389,1.8200508064,25.61949,14.103001356124878,25
4.13058,0.42385,-0.00607,-0.02384,1.7507463330000002,25.61949,14.200003445148468,25
4.15117,0.41405,-0.00606,-0.02379,1.7187919384999997,25.61949,14.310000836849213,25
4.15696,0.41078,-0.00605,-0.02374,1.7075960287999998,25.60828,14.400002360343933,25
4.16018,0.40915,-0.00604,-0.0237,1.7021376470000003,25.60828,14.509003981947899,25
4.16211,0.40833,-0.00603,-0.02365,1.6995143763000002,25.60828,14.60999920964241,25
4.16275,0.40833,-0.00602,-0.0236,1.6997757075000002,25.60828,14.705995470285416,25
4.16404,0.40752,-0.00601,-0.02356,1.6969295808,25.61949,14.802997559309006,25
4.16468,0.40833,-0.006,-0.02351,1.7005637844,25.61949,14.900995418429375,25
4.16386,-0.00898,-0.00598,-0.02346,-0.0373914628,25.61949,15.002000704407692,25
4.04162,-4.95362,-0.00612,-0.02402,-20.0206496644,25.61949,15.10699912905693,25
3.97793,-5.06876,-0.00625,-0.02454,-20.163172466800003,25.61949,15.202995389699936,25
3.95541,-5.15205,-0.0064,-0.02514,-20.378470090500002,25.61949,15.299997478723526,25
3.94576,-5.19779,-0.00654,-0.02568,-20.5092318704,25.61949,15.413002297282219,25
3.94319,-5.2133,-0.00668,-0.02627,-20.557032427,25.61949,15.499996393918991,25
3.94126,-5.22065,-0.00683,-0.02684,-20.575939019,25.61949,15.60499481856823,25
3.93997,-5.22555,-0.00697,-0.02737,-20.588510233500003,25.61949,15.70899747312069,25
3.93933,-5.22718,-0.00712,-0.02796,-20.5915869894,25.61949,15.808996930718422,25
3.93868,-5.22882,-0.00726,-0.02852,-20.5946487576,25.61949,15.908000618219376,25
3.93032,-6.80816,-0.0074,-0.0291,-26.7582474112,25.61949,16.00700430572033,25
3.89365,-6.83184,-0.00759,-0.02983,-26.600793816,25.61949,16.103996336460114,25
3.88142,-6.86859,-0.00778,-0.03055,-26.6598825978,25.61949,16.207998991012573,25
3.87563,-6.8988,-0.00797,-0.03132,-26.737196244,25.61949,16.308994218707085,25
3.8737,-6.91024,-0.00817,-0.03207,-26.768196688,25.61949,16.398995742201805,25
3.87242,-6.91595,-0.00837,-0.03285,-26.781463099,25.61949,16.50400422513485,25
3.87113,-6.91922,-0.00854,-0.03353,-26.7852001186,25.60828,16.602997854351997,25
3.87049,-6.92167,-0.00873,-0.03426,-26.7902545183,25.60828,16.700995713472366,25
3.86984,-6.9233,-0.00894,-0.03507,-26.792063272,25.61949,16.805994138121605,25
3.86856,-6.92494,-0.00912,-0.03576,-26.789545886400003,25.61949,16.906003654003143,25
3.88335,-4.62778,-0.00931,-0.0365,-17.971289462999998,25.61949,17.00900048017502,25
3.92453,-4.60982,-0.00945,-0.03702,-18.0913768846,25.61949,17.10899993777275,25
3.9464,-4.5649,-0.00957,-0.03753,-18.01492136,25.61949,17.20600202679634,25
3.95155,-4.54531,-0.0097,-0.03801,-17.9610197305,25.61949,17.30399988591671,25
3.95413,-4.53224,-0.00982,-0.0385,-17.9210661512,25.61949,17.40499511361122,25
3.95477,-4.52816,-0.00995,-0.039,-17.9078313232,25.61949,17.506996169686317,25
3.95477,-4.52652,-0.01008,-0.03951,-17.901345500399998,25.60828,17.601000890135765,25
3.95413,-4.52652,-0.01021,-0.04003,-17.8984485276,25.60828,17.708000913262367,25
3.95413,-4.52652,-0.01033,-0.04051,-17.8984485276,25.61949,17.80199557542801,25
3.95413,-4.52652,-0.01046,-0.04104,-17.8984485276,25.61949,17.900003492832184,25
3.95606,-4.11086,-0.01059,-0.04152,-16.2628088116,25.61949,18.007003515958786,25
3.96635,-4.07983,-0.01069,-0.04195,-16.1820337205,25.60828,18.10000240802765,25
3.96957,-4.06513,-0.01081,-0.04243,-16.1368180941,25.60828,18.205000832676888,25
3.97085,-4.05778,-0.01092,-0.04285,-16.112835713,25.61949,18.300001323223114,25
3.9715,-4.05533,-0.01104,-0.04331,-16.105743094999998,25.61949,18.400996550917625,25
3.97085,-4.0537,-0.01115,-0.04377,-16.096634645,25.61949,18.50299760699272,25
3.97085,-4.0537,-0.01125,-0.04417,-16.096634645,25.60828,18.60799603164196,25
3.97085,-4.0537,-0.01137,-0.04464,-16.096634645,25.60828,18.706003949046135,25
3.97085,-4.05452,-0.01148,-0.04508,-16.099890742,25.60828,18.80900077521801,25
3.97085,-4.05452,-0.0116,-0.04554,-16.099890742,25.60828,18.89999806880951,25
3.96892,-4.11005,-0.01171,-0.04599,-16.312459646,25.60828,19.00400072336197,25
3.96378,-4.24642,-0.01182,-0.04642,-16.831874667599998,25.60828,19.106001779437065,25
3.9612,-4.2995,-0.01194,-0.0469,-17.0311794,25.60828,19.20800283551216,25
3.96056,-4.31094,-0.01206,-0.04738,-17.0737365264,25.60828,19.29900012910366,25
3.95992,-4.31584,-0.01219,-0.04788,-17.090381132799997,25.61949,19.406000152230263,25
3.95927,-4.31747,-0.0123,-0.04832,-17.094029446900002,25.61949,19.505999609827995,25
3.95927,-4.31829,-0.01242,-0.04879,-17.0972760483,25.61949,19.605999067425728,25
3.95863,-4.3191,-0.01254,-0.04927,-17.097718833,25.61949,19.69899795949459,25
3.95863,-4.3191,-0.01266,-0.04976,-17.097718833,25.61949,19.8109969496727,25
3.95799,-4.31992,-0.01278,-0.05024,-17.0982001608,25.61949,19.910000637173653,25
3.96185,-3.71807,-0.0129,-0.05072,-14.7304356295,25.61949,20.010995864868164,25
3.97407,-3.71072,-0.01301,-0.05113,-14.7466610304,25.61949,20.100997388362885,25
3.97857,-3.70255,-0.01311,-0.05155,-14.7308543535,25.61949,20.205995813012123,25
3.9805,-3.69602,-0.01321,-0.05192,-14.71200761,25.61949,20.302997902035713,25
3.98115,-3.69357,-0.01332,-0.05236,-14.7046562055,25.61949,20.405994728207588,25
3.98115,-3.69275,-0.01341,-0.05274,-14.7013916625,25.61949,20.507995784282684,25
3.98115,-3.69275,-0.01352,-0.05316,-14.7013916625,25.61949,20.60999684035778,25
3.98115,-3.69194,-0.01362,-0.05358,-14.698166931000001,25.61949,20.704001560807228,25
3.9805,-3.69275,-0.01373,-0.054,-14.698991375000002,25.61949,20.806998386979103,25
3.9805,-3.69194,-0.01382,-0.05438,-14.695767170000002,25.61949,20.90199887752533,25
3.96957,-5.63141,-0.01393,-0.05482,-22.3542761937,25.61949,21.008003130555153,25
3.92389,-5.65836,-0.01408,-0.0554,-22.2027822204,25.61949,21.1069967597723,25
3.91231,-5.69184,-0.01424,-0.05601,-22.2682425504,25.61949,21.206996217370033,25
3.90587,-5.72042,-0.01439,-0.05662,-22.3432168654,25.60828,21.306995674967766,25
3.90394,-5.7294,-0.01455,-0.05724,-22.367233836,25.60828,21.408000960946083,25
3.9033,-5.73512,-0.01472,-0.05788,-22.385893896000002,25.60828,21.501995623111725,25
3.90201,-5.73757,-0.01488,-0.05854,-22.3880555157,25.61949,21.60399667918682,25
3.90137,-5.74002,-0.01503,-0.05909,-22.393941827400003,25.61949,21.703000366687775,25
3.90073,-5.74084,-0.01519,-0.05971,-22.3934668132,25.82124,21.803995594382286,25
3.90073,-5.74165,-0.01535,-0.06034,-22.396626404499997,25.82124,21.907002478837967,25
3.90523,-4.46283,-0.01551,-0.06098,-17.4283776009,25.82124,22.00000137090683,25
3.93289,-4.45139,-0.01564,-0.06149,-17.5068272171,25.61949,22.102998197078705,25
3.94383,-4.42771,-0.01575,-0.06193,-17.462135529300003,25.61949,22.202997654676437,25
3.9464,-4.41628,-0.01589,-0.06247,-17.428407392000004,25.60828,22.299999743700027,25
3.94769,-4.41056,-0.01601,-0.06293,-17.411523606400003,25.60828,22.40799553692341,25
3.94769,-4.40811,-0.01613,-0.0634,-17.4018517659,25.60828,22.499002888798714,25
3.94769,-4.4073,-0.01625,-0.0639,-17.398654137,25.60828,22.60199971497059,25
3.94769,-4.4073,-0.01638,-0.0644,-17.398654137,25.60828,22.704000771045685,25
3.94769,-4.40648,-0.01649,-0.06483,-17.3954170312,25.60828,22.808003425598145,25
3.94769,-4.40648,-0.01662,-0.06534,-17.3954170312,25.60828,22.908002883195877,25
3.97922,-1.79656,-0.01674,-0.06582,-7.1489074832,25.60828,23.010003939270973,25
4.01717,-1.78921,-0.01679,-0.06603,-7.1875607357,25.60828,23.103998601436615,25
4.04034,-1.7688,-0.01684,-0.06621,-7.146553391999999,25.60828,23.21000285446644,25
4.04548,-1.75982,-0.01689,-0.06642,-7.119316613600001,25.60828,23.306994885206223,25
4.04806,-1.75573,-0.01694,-0.06662,-7.107300383800001,25.60828,23.403001204133034,25
4.0487,-1.7541,-0.01699,-0.06682,-7.10182467,25.61949,23.507003858685493,25
4.04934,-1.75328,-0.01703,-0.06701,-7.0996268352,25.61949,23.600002750754356,25
4.04999,-1.75328,-0.01708,-0.06721,-7.1007664672,25.61949,23.702003806829453,25
4.04999,-1.75328,-0.01713,-0.06741,-7.1007664672,25.60828,23.8009974360466,25
4.05063,-1.75328,-0.01718,-0.06761,-7.1018885663999995,25.60828,23.900996893644333,25
4.0553,-0.01143,-0.01723,-0.06781,-0.046352079,25.60828,24.004999548196793,25
4.11643,0.61985,-0.01721,-0.06774,2.5515691355000003,25.60828,24.10700060427189,25
4.13315,0.6272,-0.0172,-0.06767,2.59231168,25.60828,24.20700006186962,25
4.14152,0.62801,-0.01718,-0.0676,2.6009159752,25.61949,24.309001117944717,25
4.14409,0.6272,-0.01716,-0.06753,2.599173248,25.61949,24.4010042399168,25
4.14538,0.6272,-0.01714,-0.06745,2.599982336,25.61949,24.50299523770809,25
4.14667,0.6272,-0.01713,-0.06739,2.600791424,25.61949,24.606002122163773,25
4.14731,0.62638,-0.01711,-0.06731,2.5977920378,25.61949,24.706997349858284,25
4.14795,0.6272,-0.01709,-0.06724,2.60159424,25.61949,24.80899840593338,25
4.1486,0.62638,-0.01708,-0.06717,2.598600068,25.61949,24.90699626505375,25
4.14924,0.62638,-0.01706,-0.06709,2.5990009512000003,25.61949,25.00300258398056,25
4.14988,0.62638,-0.01704,-0.06702,2.5994018344,25.61949,25.10100044310093,25
4.15053,0.62556,-0.01702,-0.06695,2.5964055468,25.61949,25.210997834801674,25
4.15053,0.62638,-0.01701,-0.06688,2.5998089814000003,25.61949,25.300999358296394,25
4.15117,0.62556,-0.01699,-0.0668,2.5968059051999997,25.61949,25.412002578377724,25
4.15181,0.62638,-0.01697,-0.06673,2.6006107478000002,25.61949,25.502999871969223,25
4.15246,0.62638,-0.01695,-0.06666,2.6010178948,25.61949,25.607002526521683,25
4.1531,0.62556,-0.01694,-0.06659,2.5980132360000003,25.61949,25.7129967212677,25
4.1531,0.62638,-0.01692,-0.06651,2.601418778,25.82124,25.80299824476242,25
4.15374,0.62638,-0.0169,-0.06644,2.6018196612000004,25.82124,25.90799666941166,25
4.1679,2.80769,-0.01688,-0.06637,11.702171151000002,25.60828,26.009001955389977,25
4.19942,2.26869,-0.01681,-0.06605,9.527182159799999,25.60828,26.111003011465073,25
4.20071,1.93386,-0.01674,-0.06578,8.1235850406,25.60828,26.200994476675987,25
4.20007,1.80401,-0.01669,-0.06556,7.5769682807,25.82124,26.301999762654305,25
4.20007,1.74929,-0.01664,-0.06535,7.3471404503,25.82124,26.401003450155258,25
4.20007,1.72561,-0.01659,-0.06515,7.247682792700001,25.83245,26.499997079372406,25
4.20007,1.70438,-0.01654,-0.06495,7.1585153066,25.83245,26.608002930879593,25
4.20007,1.68723,-0.0165,-0.06475,7.0864841061,25.83245,26.708998158574104,25
4.20007,1.67253,-0.01645,-0.06456,7.024743077100001,25.60828,26.799995452165604,25
4.20007,1.65946,-0.0164,-0.06436,6.9698481622,25.60828,26.9019965082407,25
4.19299,0.15353,-0.01636,-0.06416,0.6437497547,25.82124,27.003001794219017,25
4.18012,0.70641,-0.01635,-0.06414,2.9528785691999997,25.82124,27.105002850294113,25
4.17884,0.96448,-0.01633,-0.06405,4.0304076032000005,25.82124,27.20099911093712,25
4.17819,1.02491,-0.0163,-0.06392,4.2822687129,25.82124,27.303995937108994,25
4.17819,1.04615,-0.01627,-0.06381,4.371013468499999,25.82124,27.403995394706726,25
4.17884,1.05023,-0.01624,-0.06369,4.3887431332,25.61949,27.50299908220768,25
4.17884,1.05186,-0.01621,-0.06356,4.3955546424000005,25.61949,27.604004368185997,25
4.17948,1.05186,-0.01619,-0.06345,4.3962278328,25.61949,27.705995365977287,25
4.17948,1.05186,-0.01616,-0.06332,4.3962278328,25.61949,27.804003283381462,25
4.18012,1.05268,-0.01613,-0.0632,4.4003287216,25.61949,27.907000109553337,25
4.17819,0.60596,-0.0161,-0.06308,2.5318160124,25.82124,28.00699956715107,25
4.16918,0.6174,-0.01608,-0.06301,2.5740517319999996,25.82124,28.099998459219933,25
4.16597,0.62148,-0.01606,-0.06293,2.5890670356,25.82124,28.20499688386917,25
4.16468,0.62311,-0.01605,-0.06287,2.5950537548,25.83245,28.29900160431862,25
4.16468,0.62393,-0.01603,-0.06279,2.5984687924,25.83245,28.401998430490494,25
4.16468,0.62393,-0.01601,-0.06272,2.5984687924,25.82124,28.50499525666237,25
4.16468,0.62393,-0.016,-0.06265,2.5984687924,25.82124,28.60800214111805,25
4.16468,0.62311,-0.01598,-0.06258,2.5950537548,25.82124,28.701001033186913,25
4.16532,0.62393,-0.01596,-0.0625,2.5988681076,25.82124,28.80699522793293,25
4.16532,0.62393,-0.01594,-0.06243,2.5988681076,25.82124,28.906994685530663,25
4.16386,-0.00898,-0.01593,-0.06236,-0.0373914628,25.82124,29.00099940598011,25
4.13298,-0.58225,-0.01594,-0.06241,-2.406427605,25.82124,29.11200262606144,25
4.1214,-0.63288,-0.01595,-0.06248,-2.608351632,25.82124,29.20299991965294,25
4.11754,-0.64676,-0.01597,-0.06255,-2.6630601704,25.82124,29.305000975728035,25
4.11625,-0.6533,-0.01599,-0.06262,-2.689146125,25.82124,29.40700203180313,25
4.11561,-0.65493,-0.01601,-0.0627,-2.6954364573,25.82124,29.50599566102028,25
4.11497,-0.65493,-0.01603,-0.06277,-2.6950173020999997,25.82124,29.607000946998596,25
4.11497,-0.65493,-0.01604,-0.06285,-2.6950173020999997,25.82124,29.709002003073692,25
4.11497,-0.65575,-0.01606,-0.06292,-2.6983915775,25.82124,29.802000895142555,25
4.11497,-0.65575,-0.01608,-0.063,-2.6983915775,25.82124,29.90400195121765,25
4.10596,-2.16649,-0.0161,-0.06307,-8.895521280399999,25.82124,30.006998777389526,25
4.07057,-2.19017,-0.01616,-0.06332,-8.9152402969,25.82124,30.108999833464622,25
4.05964,-2.20487,-0.01622,-0.06357,-8.9509784468,25.83245,30.199997127056122,25
4.05513,-2.21386,-0.01629,-0.06383,-8.9774901018,25.83245,30.30399978160858,25
4.0532,-2.21876,-0.01634,-0.06406,-8.993078032000001,25.83245,30.406000837683678,25
